55428	cews-2-761611	publication	4
55428	cews-2-772962	publication	4
55428	cews-2-806339	publication	4
55428	cews-2-806452	publication	4
55428	gesis-ssoar-41191	publication	4
55428	gesis-ssoar-46459	publication	0
55428	gesis-ssoar-48894	publication	0
55428	gesis-ssoar-5368	publication	4
55428	gesis-ssoar-57388	publication	4
55428	gesis-ssoar-57433	publication	4
55428	gesis-ssoar-57641	publication	4
55428	gesis-ssoar-61975	publication	0
55428	gesis-ssoar-64848	publication	4
55428	gesis-ssoar-64866	publication	4
55428	gesis-ssoar-64872	publication	4
55428	gesis-ssoar-64885	publication	4
55428	gesis-ssoar-67309	publication	3
55428	gesis-ssoar-67419	publication	4
55428	gesis-ssoar-67869	publication	4
55428	gesis-ssoar-67896	publication	4
55428	gesis-ssoar-68020	publication	4
55428	gesis-ssoar-68021	publication	4
55428	gesis-ssoar-68357	publication	4
55428	gesis-ssoar-69254	publication	4
55428	gesis-ssoar-69260	publication	4
55428	gesis-ssoar-72519	publication	3
55428	gesis-ssoar-72633	publication	4
55428	gesis-ssoar-72639	publication	4
55428	gesis-ssoar-73301	publication	4
55428	gesis-ssoar-74430	publication	1
55428	gesis-ssoar-74530	publication	4
55428	gesis-ssoar-74532	publication	0
55428	gesis-ssoar-74931	publication	4
55428	gesis-ssoar-74990	publication	4
55428	gesis-ssoar-75423	publication	4
55428	gesis-ssoar-75432	publication	4
55428	gesis-ssoar-75526	publication	4
55428	gesis-ssoar-75795	publication	2
55428	gesis-ssoar-76969	publication	4
55428	gesis-ssoar-77188	publication	4
55428	gesis-ssoar-77208	publication	4
55428	SDN-10.7802-1.1989	research_data	3
55428	SDN-10.7802-2116	research_data	2
55428	SDN-10.7802-2118	research_data	1
55428	SDN-10.7802-2122	research_data	3
55428	SDN-10.7802-2157	research_data	1
55428	SDN-10.7802-2241	research_data	0
55428	SDN-10.7802-2246	research_data	2
55428	SDN-10.7802-2247	research_data	1
55428	SDN-10.7802-2260	research_data	1
55428	SDN-10.7802-2261	research_data	0
55428	SDN-10.7802-2262	research_data	4
55428	SDN-10.7802-2268	research_data	0
55428	SDN-10.7802-2285	research_data	4
55428	SDN-10.7802-2286	research_data	3
55428	SDN-10.7802-2291	research_data	2
55428	SDN-10.7802-2293	research_data	4
55428	SDN-10.7802-2303	research_data	3
55428	SDN-10.7802-2305	research_data	4
55428	SDN-10.7802-2312	research_data	4
55428	SDN-10.7802-2321	research_data	2
55428	SDN-10.7802-2323	research_data	3
55428	SDN-10.7802-2335	research_data	1
55428	SDN-10.7802-2354	research_data	0
55428	SDN-10.7802-2456	research_data	1
55428	SDN-10.7802-2465	research_data	3
55428	SDN-10.7802-2498	research_data	1
55428	SDN-10.7802-2520	research_data	1
55428	SDN-10.7802-2521	research_data	1
55428	SDN-10.7802-2526	research_data	3
55428	SDN-10.7802-2530	research_data	0
55428	SDN-10.7802-2544	research_data	2
55428	SDN-10.7802-2547	research_data	4
55428	SDN-10.7802-2565	research_data	4
55428	SDN-10.7802-2567	research_data	4
55428	SDN-10.7802-2573	research_data	0
55428	SDN-10.7802-2590	research_data	1
55428	ZA2392	research_data	4
55428	ZA3090	research_data	4
55428	ZA3176	research_data	3
55428	ZA3207	research_data	4
55428	ZA3940	research_data	4
55428	ZA4350	research_data	4
55428	ZA4561	research_data	3
55428	ZA4672	research_data	4
55428	ZA4673	research_data	4
55428	ZA4750	research_data	4
55428	ZA4762	research_data	4
55428	ZA4799	research_data	4
55428	ZA4800	research_data	4
55428	ZA4804	research_data	4
55428	ZA4820	research_data	4
55428	ZA4998	research_data	2
55428	ZA5093	research_data	4
55428	ZA5174	research_data	4
55428	ZA5228	research_data	4
55428	ZA5242	research_data	0
55428	ZA5250	research_data	3
55428	ZA5275	research_data	4
55428	ZA5277	research_data	4
55428	ZA5352	research_data	4
55428	ZA5356	research_data	4
55428	ZA5400	research_data	0
55428	ZA5439	research_data	1
55428	ZA5526	research_data	0
55428	ZA5545	research_data	4
55428	ZA5583	research_data	4
55428	ZA5585	research_data	1
55428	ZA5650	research_data	4
55428	ZA5657	research_data	4
55428	ZA5664	research_data	0
55428	ZA5665	research_data	0
55428	ZA5674	research_data	3
55428	ZA5676	research_data	2
55428	ZA5763	research_data	0
55428	ZA5776	research_data	0
55428	ZA5789	research_data	4
55428	ZA5841	research_data	2
55428	ZA5845	research_data	4
55428	ZA5846	research_data	0
55428	ZA5854	research_data	2
55428	ZA5895	research_data	3
55428	ZA5908	research_data	0
55428	ZA5909	research_data	4
55428	ZA5922	research_data	3
55428	ZA5933	research_data	0
55428	ZA5951	research_data	4
55428	ZA5968	research_data	3
55428	ZA5969	research_data	4
55428	ZA5976	research_data	3
55428	ZA5980	research_data	3
55428	ZA5989	research_data	3
55428	ZA6265	research_data	2
55428	ZA6332	research_data	4
55428	ZA6338	research_data	4
55428	ZA6482	research_data	4
55428	ZA6483	research_data	3
55428	ZA6484	research_data	3
55428	ZA6485	research_data	3
55428	ZA6597	research_data	4
55428	ZA6598	research_data	3
55428	ZA6599	research_data	4
55428	ZA6612	research_data	4
55428	ZA6616	research_data	4
55428	ZA6625	research_data	4
55428	ZA6629	research_data	2
55428	ZA6635	research_data	2
55428	ZA6638	research_data	4
55428	ZA6644	research_data	0
55428	ZA6655	research_data	4
55428	ZA6656	research_data	4
55428	ZA6657	research_data	3
55428	ZA6680	research_data	4
55428	ZA6701	research_data	2
55428	ZA6709	research_data	4
55428	ZA6712	research_data	0
55428	ZA6717	research_data	2
55428	ZA6726	research_data	1
55428	ZA6738	research_data	2
55428	ZA6739	research_data	1
55428	ZA6741	research_data	4
55428	ZA6743	research_data	2
55428	ZA6749	research_data	1
55428	ZA6750	research_data	0
55428	ZA6751	research_data	2
55428	ZA6752	research_data	3
55428	ZA6754	research_data	2
55428	ZA6757	research_data	4
55428	ZA6762	research_data	4
55428	ZA6763	research_data	4
55428	ZA6767	research_data	3
55428	ZA6770	research_data	4
55428	ZA6796	research_data	1
55428	ZA6849	research_data	1
55428	ZA6861	research_data	1
55428	ZA6865	research_data	4
55428	ZA6887	research_data	4
55428	ZA6897	research_data	0
55428	ZA6901	research_data	4
55428	ZA6902	research_data	3
55428	ZA6905	research_data	4
55428	ZA6909	research_data	1
55428	ZA6916	research_data	0
55428	ZA6921	research_data	1
55428	ZA6943	research_data	4
55428	ZA6964	research_data	3
55428	ZA6974	research_data	2
55428	ZA6975	research_data	2
55428	ZA6986	research_data	4
55428	ZA7475	research_data	4
55428	ZA7500	research_data	4
55428	ZA7501	research_data	3
55428	ZA7502	research_data	4
55428	ZA7503	research_data	2
55428	ZA7504	research_data	4
55428	ZA7505	research_data	1
55428	ZA7539	research_data	2
55428	ZA7546	research_data	4
55428	ZA7549	research_data	4
55428	ZA7550	research_data	4
55428	ZA7555	research_data	0
55428	ZA7557	research_data	0
55428	ZA7565	research_data	2
55428	ZA7570	research_data	0
55428	ZA7574	research_data	4
55428	ZA7579	research_data	3
55428	ZA7583	research_data	3
